DATE,PRODUCT,POS_GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h],POS_GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h],NEG_GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h],NEG_GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h]
2023-01-13 16:00:00,16_20,12.17,13.0,2.26,2.71
2023-01-13 20:00:00,20_24,10.35,12.0,6.95,11.3
2023-01-14 00:00:00,00_04,2.96,3.36,30.35,36.61
2023-01-14 04:00:00,04_08,3.05,3.36,23.22,29.4
2023-01-14 08:00:00,08_12,7.05,7.67,5.88,7.73
2023-01-14 12:00:00,12_16,2.87,3.24,8.63,12.0
2023-01-14 16:00:00,16_20,10.27,11.19,5.23,7.5
2023-01-14 20:00:00,20_24,9.45,10.11,12.18,18.35
2023-01-15 00:00:00,00_04,2.68,2.94,37.77,50.0
2023-01-15 04:00:00,04_08,2.69,2.97,33.03,42.5
2023-01-15 08:00:00,08_12,6.04,6.46,9.32,14.23
2023-01-15 12:00:00,12_16,2.62,2.92,14.95,27.42
2023-01-15 16:00:00,16_20,9.31,10.24,7.24,14.38
2023-01-15 20:00:00,20_24,8.93,10.07,9.88,11.85
2023-01-16 00:00:00,00_04,2.94,3.83,27.84,33.4
2023-01-16 04:00:00,04_08,4.23,5.75,22.68,30.86
2023-01-16 08:00:00,08_12,11.15,24.68,5.29,7.19
2023-01-16 12:00:00,12_16,4.23,5.26,6.8,10.95
2023-01-16 16:00:00,16_20,15.37,30.0,4.81,7.03
2023-01-16 20:00:00,20_24,10.45,12.58,7.85,10.81
2023-01-17 00:00:00,00_04,3.07,3.48,23.96,30.3
2023-01-17 04:00:00,04_08,4.66,5.81,20.14,23.27
2023-01-17 08:00:00,08_12,11.05,13.26,4.32,5.25
2023-01-17 12:00:00,12_16,4.3,5.18,5.42,6.67
2023-01-17 16:00:00,16_20,20.24,37.79,3.47,4.17
2023-01-17 20:00:00,20_24,10.77,11.95,6.09,8.0
2023-01-18 00:00:00,00_04,2.87,3.29,18.21,22.0
2023-01-18 04:00:00,04_08,5.82,9.82,14.09,16.44
2023-01-18 08:00:00,08_12,15.67,31.82,2.83,3.85
2023-01-18 12:00:00,12_16,4.36,6.09,3.78,5.41
2023-01-18 16:00:00,16_20,20.67,25.47,2.48,2.93
2023-01-18 20:00:00,20_24,9.67,10.7,5.39,6.71
2023-01-19 00:00:00,00_04,5.89,33.79,18.41,23.77
2023-01-19 04:00:00,04_08,80.5,870.0,16.59,50.0
2023-01-19 08:00:00,08_12,19.56,42.86,62.41,677.32
2023-01-19 12:00:00,12_16,11.84,80.19,49.03,875.0
2023-01-19 16:00:00,16_20,27.05,80.26,8.06,127.0
2023-01-19 20:00:00,20_24,19.83,74.63,10.52,53.83
2023-01-20 00:00:00,00_04,7.06,9.5,17.17,19.0
2023-01-20 04:00:00,04_08,38.04,50.74,17.57,22.4
2023-01-20 08:00:00,08_12,22.8,28.3,29.98,49.96
2023-01-20 12:00:00,12_16,11.01,16.05,27.08,49.9
2023-01-20 16:00:00,16_20,29.12,33.47,9.03,14.31
2023-01-20 20:00:00,20_24,20.65,25.41,8.72,12.4
2023-01-21 00:00:00,00_04,5.03,6.22,14.3,15.99
2023-01-21 04:00:00,04_08,14.66,16.04,14.06,16.15
2023-01-21 08:00:00,08_12,14.07,15.26,11.37,15.98
2023-01-21 12:00:00,12_16,5.82,6.93,11.87,16.59
2023-01-21 16:00:00,16_20,16.81,18.0,4.95,6.8
2023-01-21 20:00:00,20_24,12.66,14.44,6.62,8.1
2023-01-22 00:00:00,00_04,3.96,4.57,15.27,19.42
2023-01-22 04:00:00,04_08,7.48,9.05,14.3,17.32
2023-01-22 08:00:00,08_12,8.34,10.5,7.52,11.5
2023-01-22 12:00:00,12_16,3.99,5.02,7.2,9.94
2023-01-22 16:00:00,16_20,12.54,15.32,4.12,5.0
2023-01-22 20:00:00,20_24,9.66,10.88,5.05,6.25
2023-01-23 00:00:00,00_04,4.12,5.03,13.8,16.12
2023-01-23 04:00:00,04_08,7.8,10.86,11.52,14.4
2023-01-23 08:00:00,08_12,12.62,19.37,4.84,5.97
2023-01-23 12:00:00,12_16,5.94,8.24,4.78,6.0
2023-01-23 16:00:00,16_20,19.18,22.57,2.93,3.59
2023-01-23 20:00:00,20_24,12.38,17.09,4.26,4.97
2023-01-24 00:00:00,00_04,4.07,4.63,12.57,14.27
2023-01-24 04:00:00,04_08,8.23,9.26,10.39,11.84
2023-01-24 08:00:00,08_12,17.07,21.57,3.72,4.19
2023-01-24 12:00:00,12_16,6.27,7.24,3.71,4.3
2023-01-24 16:00:00,16_20,20.23,24.15,2.39,2.74
2023-01-24 20:00:00,20_24,13.09,15.69,3.47,4.0
2023-01-25 00:00:00,00_04,3.79,4.09,11.32,12.36
2023-01-25 04:00:00,04_08,7.62,8.2,8.91,9.85
2023-01-25 08:00:00,08_12,17.35,19.34,2.88,3.58
2023-01-25 12:00:00,12_16,5.67,6.13,3.0,3.61
2023-01-25 16:00:00,16_20,18.76,20.75,1.95,2.44
2023-01-25 20:00:00,20_24,12.53,15.34,2.97,3.3
2023-01-26 00:00:00,00_04,3.34,3.6,9.65,10.52
2023-01-26 04:00:00,04_08,6.95,7.35,7.56,8.38
2023-01-26 08:00:00,08_12,16.3,17.23,2.58,2.96
2023-01-26 12:00:00,12_16,4.96,5.21,2.62,2.98
2023-01-26 16:00:00,16_20,16.6,17.29,1.79,2.07
2023-01-26 20:00:00,20_24,11.06,12.4,2.69,3.23
2023-01-27 00:00:00,00_04,2.88,3.14,8.73,9.74
2023-01-27 04:00:00,04_08,6.02,6.52,7.46,10.96
2023-01-27 08:00:00,08_12,14.29,15.03,2.08,2.4
2023-01-27 12:00:00,12_16,4.0,4.32,2.12,2.43
2023-01-27 16:00:00,16_20,14.31,15.07,1.51,1.81
2023-01-27 20:00:00,20_24,9.87,10.7,2.23,2.45
2023-01-28 00:00:00,00_04,2.39,2.75,7.37,8.03
2023-01-28 04:00:00,04_08,5.17,5.57,6.19,7.03
2023-01-28 08:00:00,08_12,10.32,12.13,1.81,2.35
2023-01-28 12:00:00,12_16,3.16,3.54,1.93,2.37
2023-01-28 16:00:00,16_20,10.54,12.07,1.47,2.02
2023-01-28 20:00:00,20_24,8.01,8.55,2.18,3.39
2023-01-29 00:00:00,00_04,2.31,2.97,6.25,7.52
2023-01-29 04:00:00,04_08,4.48,5.37,5.6,6.79
2023-01-29 08:00:00,08_12,8.59,9.73,3.08,4.46
2023-01-29 12:00:00,12_16,2.74,3.48,3.34,4.65
2023-01-29 16:00:00,16_20,9.03,10.67,2.71,3.72
2023-01-29 20:00:00,20_24,6.53,9.43,6.28,11.98
2023-01-30 00:00:00,00_04,2.57,3.5,28.52,42.04
2023-01-30 04:00:00,04_08,4.16,5.36,23.14,37.75
2023-01-30 08:00:00,08_12,7.72,9.4,3.89,5.39
2023-01-30 12:00:00,12_16,2.82,3.85,4.97,8.61
2023-01-30 16:00:00,16_20,9.4,15.1,3.33,5.4
2023-01-30 20:00:00,20_24,7.08,11.39,6.87,8.81
2023-01-31 00:00:00,00_04,2.47,2.92,25.08,32.61
2023-01-31 04:00:00,04_08,4.28,5.14,18.79,24.03
2023-01-31 08:00:00,08_12,8.65,12.12,3.64,4.52
2023-01-31 12:00:00,12_16,3.23,5.29,4.45,6.85
2023-01-31 16:00:00,16_20,10.13,11.87,3.41,4.44
2023-01-31 20:00:00,20_24,8.41,24.26,6.19,7.89
2023-02-01 00:00:00,00_04,2.45,3.08,27.14,32.0
2023-02-01 04:00:00,04_08,4.19,4.6,21.28,27.95
2023-02-01 08:00:00,08_12,8.74,9.88,3.6,4.27
2023-02-01 12:00:00,12_16,3.55,4.31,4.79,5.94
2023-02-01 16:00:00,16_20,9.52,10.91,4.07,18.34
2023-02-01 20:00:00,20_24,12.37,26.03,7.16,9.78
2023-02-02 00:00:00,00_04,2.51,2.88,30.1,38.9
2023-02-02 04:00:00,04_08,3.96,4.59,23.69,32.62
2023-02-02 08:00:00,08_12,8.22,9.05,3.43,4.55
2023-02-02 12:00:00,12_16,4.1,7.06,4.02,4.96
2023-02-02 16:00:00,16_20,13.85,19.71,5.16,8.36
2023-02-02 20:00:00,20_24,14.3,18.24,6.02,7.73
2023-02-03 00:00:00,00_04,2.43,2.9,21.61,26.72
2023-02-03 04:00:00,04_08,3.86,4.25,18.55,23.49
2023-02-03 08:00:00,08_12,7.22,7.69,3.6,4.13
2023-02-03 12:00:00,12_16,3.7,4.34,3.86,5.3
2023-02-03 16:00:00,16_20,9.92,11.09,4.61,5.59
2023-02-03 20:00:00,20_24,11.0,13.65,5.58,6.41
2023-02-04 00:00:00,00_04,2.31,2.57,15.09,19.31
2023-02-04 04:00:00,04_08,3.44,3.76,12.33,15.04
2023-02-04 08:00:00,08_12,6.37,7.18,2.89,3.54
2023-02-04 12:00:00,12_16,3.76,4.25,3.26,3.96
2023-02-04 16:00:00,16_20,11.58,20.48,3.45,4.27
2023-02-04 20:00:00,20_24,10.12,12.54,4.32,5.26
2023-02-05 00:00:00,00_04,3.92,15.2,12.23,13.28
2023-02-05 04:00:00,04_08,3.2,4.4,10.41,12.76
2023-02-05 08:00:00,08_12,5.47,6.04,3.03,3.74
2023-02-05 12:00:00,12_16,3.36,3.68,7.5,18.4
2023-02-05 16:00:00,16_20,9.88,11.03,3.52,4.75
2023-02-05 20:00:00,20_24,8.74,9.48,4.24,5.07
2023-02-06 00:00:00,00_04,4.2,6.9,10.72,15.04
2023-02-06 04:00:00,04_08,4.57,7.12,8.53,10.22
2023-02-06 08:00:00,08_12,9.08,11.39,2.43,3.0
2023-02-06 12:00:00,12_16,4.82,6.21,5.45,7.36
2023-02-06 16:00:00,16_20,14.22,20.18,2.96,3.48
2023-02-06 20:00:00,20_24,10.78,12.72,3.69,4.33
2023-02-07 00:00:00,00_04,3.95,4.8,9.56,11.2
2023-02-07 04:00:00,04_08,6.89,12.06,7.28,8.15
2023-02-07 08:00:00,08_12,9.18,11.1,2.26,3.0
2023-02-07 12:00:00,12_16,4.11,4.92,5.67,10.5
2023-02-07 16:00:00,16_20,15.67,27.67,2.24,2.78
2023-02-07 20:00:00,20_24,9.87,10.82,3.09,3.58
2023-02-08 00:00:00,00_04,3.62,4.0,7.8,8.91
2023-02-08 04:00:00,04_08,8.42,10.07,5.73,6.51
2023-02-08 08:00:00,08_12,10.35,14.24,2.25,3.01
2023-02-08 12:00:00,12_16,3.78,4.27,6.42,8.81
2023-02-08 16:00:00,16_20,13.7,15.79,2.28,2.75
2023-02-08 20:00:00,20_24,8.77,10.1,3.47,5.32
2023-02-09 00:00:00,00_04,3.1,3.43,8.34,11.04
2023-02-09 04:00:00,04_08,7.51,8.42,6.22,9.22
2023-02-09 08:00:00,08_12,9.67,11.06,2.48,3.01
2023-02-09 12:00:00,12_16,3.33,3.68,7.21,10.1
2023-02-09 16:00:00,16_20,12.82,15.02,2.14,2.42
2023-02-09 20:00:00,20_24,8.22,8.86,3.88,4.45
2023-02-10 00:00:00,00_04,2.65,2.96,8.55,10.21
2023-02-10 04:00:00,04_08,6.69,7.22,6.43,7.48
2023-02-10 08:00:00,08_12,9.42,11.68,2.39,2.82
2023-02-10 12:00:00,12_16,3.03,4.22,7.2,8.77
2023-02-10 16:00:00,16_20,11.19,12.61,2.2,2.74
2023-02-10 20:00:00,20_24,7.51,10.41,6.84,11.0
2023-02-11 00:00:00,00_04,2.72,4.74,17.05,28.08
2023-02-11 04:00:00,04_08,5.42,6.25,18.56,26.96
2023-02-11 08:00:00,08_12,7.69,8.32,5.0,9.29
2023-02-11 12:00:00,12_16,2.94,3.55,9.42,13.36
2023-02-11 16:00:00,16_20,9.47,9.85,2.79,3.8
2023-02-11 20:00:00,20_24,6.87,7.36,5.7,7.07
2023-02-12 00:00:00,00_04,2.86,3.48,11.19,12.42
2023-02-12 04:00:00,04_08,4.62,4.83,10.12,11.8
2023-02-12 08:00:00,08_12,6.39,6.8,3.81,4.57
2023-02-12 12:00:00,12_16,2.58,2.91,7.88,8.85
2023-02-12 16:00:00,16_20,8.69,9.51,2.38,2.94
2023-02-12 20:00:00,20_24,6.54,7.25,4.35,4.84
2023-02-13 00:00:00,00_04,3.06,4.22,9.02,11.15
2023-02-13 04:00:00,04_08,5.71,7.54,7.24,9.0
2023-02-13 08:00:00,08_12,9.63,11.36,2.47,3.11
2023-02-13 12:00:00,12_16,3.87,5.06,5.25,6.78
2023-02-13 16:00:00,16_20,14.4,18.07,1.84,2.27
2023-02-13 20:00:00,20_24,8.43,9.87,3.29,4.1
2023-02-14 00:00:00,00_04,3.27,3.7,7.81,8.66
2023-02-14 04:00:00,04_08,6.18,7.59,6.07,7.11
2023-02-14 08:00:00,08_12,9.62,11.2,2.22,2.75
2023-02-14 12:00:00,12_16,3.75,4.46,5.42,7.33
2023-02-14 16:00:00,16_20,14.77,17.7,1.62,2.02
2023-02-14 20:00:00,20_24,8.13,8.92,2.93,3.42
2023-02-15 00:00:00,00_04,2.97,3.39,6.2,7.07
2023-02-15 04:00:00,04_08,6.14,6.6,4.98,5.67
2023-02-15 08:00:00,08_12,9.27,9.99,2.12,2.45
2023-02-15 12:00:00,12_16,3.57,3.94,5.43,6.37
2023-02-15 16:00:00,16_20,13.67,15.0,1.59,1.88
2023-02-15 20:00:00,20_24,7.21,7.58,3.08,4.06
2023-02-16 00:00:00,00_04,2.7,2.97,6.65,8.46
2023-02-16 04:00:00,04_08,5.33,5.71,5.19,6.09
2023-02-16 08:00:00,08_12,8.33,8.91,2.02,2.18
2023-02-16 12:00:00,12_16,3.13,3.42,4.91,5.8
2023-02-16 16:00:00,16_20,12.33,12.86,1.49,1.69
2023-02-16 20:00:00,20_24,6.53,10.13,3.08,3.64
2023-02-17 00:00:00,00_04,2.39,2.87,7.22,8.49
2023-02-17 04:00:00,04_08,4.6,4.93,6.16,7.66
2023-02-17 08:00:00,08_12,7.54,8.46,2.75,3.83
2023-02-17 12:00:00,12_16,2.66,2.96,6.51,9.32
2023-02-17 16:00:00,16_20,9.88,10.72,3.37,6.53
2023-02-17 20:00:00,20_24,6.22,7.77,6.04,14.69
2023-02-18 00:00:00,00_04,2.33,2.65,21.75,27.75
2023-02-18 04:00:00,04_08,3.9,4.19,13.17,18.46
2023-02-18 08:00:00,08_12,6.63,6.98,3.71,4.76
2023-02-18 12:00:00,12_16,2.17,2.4,8.32,10.73
2023-02-18 16:00:00,16_20,8.6,9.1,4.1,5.33
2023-02-18 20:00:00,20_24,5.56,6.03,5.78,8.46
2023-02-19 00:00:00,00_04,2.13,2.94,12.47,14.88
2023-02-19 04:00:00,04_08,3.39,3.65,9.63,11.5
2023-02-19 08:00:00,08_12,5.61,6.01,3.48,4.28
2023-02-19 12:00:00,12_16,1.83,2.18,6.86,8.87
2023-02-19 16:00:00,16_20,8.52,11.11,3.37,3.84
2023-02-19 20:00:00,20_24,5.19,6.22,3.75,4.56
2023-02-20 00:00:00,00_04,2.42,3.03,12.72,16.2
2023-02-20 04:00:00,04_08,3.33,4.44,10.6,14.11
2023-02-20 08:00:00,08_12,5.2,5.68,4.52,7.3
2023-02-20 12:00:00,12_16,1.71,2.06,13.39,38.31
2023-02-20 16:00:00,16_20,8.85,11.39,3.9,5.33
2023-02-20 20:00:00,20_24,5.13,6.11,4.93,7.33
2023-02-21 00:00:00,00_04,2.22,2.58,19.19,29.85
2023-02-21 04:00:00,04_08,3.65,4.77,10.55,17.16
2023-02-21 08:00:00,08_12,5.76,6.63,3.66,4.8
2023-02-21 12:00:00,12_16,2.23,3.0,9.73,13.98
2023-02-21 16:00:00,16_20,11.44,14.55,2.34,3.45
2023-02-21 20:00:00,20_24,6.17,7.98,3.35,4.37
2023-02-22 00:00:00,00_04,2.09,2.45,9.32,12.0
2023-02-22 04:00:00,04_08,3.71,4.98,7.4,8.53
2023-02-22 08:00:00,08_12,5.88,6.75,2.68,3.4
2023-02-22 12:00:00,12_16,2.39,2.77,6.52,8.18
2023-02-22 16:00:00,16_20,10.66,12.04,2.06,2.5
2023-02-22 20:00:00,20_24,5.84,6.36,2.9,3.42
2023-02-23 00:00:00,00_04,1.95,2.2,7.0,8.3
2023-02-23 04:00:00,04_08,3.6,4.3,5.87,6.33
2023-02-23 08:00:00,08_12,5.81,8.6,2.12,2.4
2023-02-23 12:00:00,12_16,2.21,2.41,5.34,5.85
2023-02-23 16:00:00,16_20,9.36,9.94,1.73,1.97
2023-02-23 20:00:00,20_24,5.2,5.62,2.91,3.79
2023-02-24 00:00:00,00_04,1.75,2.46,5.99,6.71
2023-02-24 04:00:00,04_08,3.32,3.85,4.94,5.46
2023-02-24 08:00:00,08_12,5.4,6.5,1.98,2.44
2023-02-24 12:00:00,12_16,1.91,2.45,4.79,6.14
2023-02-24 16:00:00,16_20,8.19,8.71,1.55,1.86
2023-02-24 20:00:00,20_24,4.84,6.77,3.42,5.5
2023-02-25 00:00:00,00_04,1.94,3.08,14.16,26.12
2023-02-25 04:00:00,04_08,2.84,3.25,9.14,14.16
2023-02-25 08:00:00,08_12,4.73,5.27,4.63,6.73
2023-02-25 12:00:00,12_16,1.76,2.38,11.73,23.08
2023-02-25 16:00:00,16_20,7.31,9.03,2.61,5.3
2023-02-25 20:00:00,20_24,4.5,5.45,3.42,4.66
2023-02-26 00:00:00,00_04,2.01,2.87,10.32,12.8
2023-02-26 04:00:00,04_08,2.52,3.09,6.99,9.03
2023-02-26 08:00:00,08_12,4.04,4.42,7.64,17.48
2023-02-26 12:00:00,12_16,1.68,2.13,18.59,54.17
2023-02-26 16:00:00,16_20,7.43,11.0,3.05,5.0
2023-02-26 20:00:00,20_24,4.4,5.28,2.99,3.79
2023-02-27 00:00:00,00_04,2.08,2.65,7.67,9.29
2023-02-27 04:00:00,04_08,3.45,4.38,5.2,6.48
2023-02-27 08:00:00,08_12,4.94,7.09,4.81,7.3
2023-02-27 12:00:00,12_16,1.88,2.49,13.19,20.0
2023-02-27 16:00:00,16_20,10.37,20.02,2.32,3.38
2023-02-27 20:00:00,20_24,5.14,5.95,2.27,2.97
2023-02-28 00:00:00,00_04,1.96,2.42,5.95,6.84
2023-02-28 04:00:00,04_08,3.87,5.49,4.17,4.75
2023-02-28 08:00:00,08_12,5.43,6.26,3.76,4.97
2023-02-28 12:00:00,12_16,1.93,2.44,10.57,15.53
2023-02-28 16:00:00,16_20,13.26,16.63,1.87,2.42
2023-02-28 20:00:00,20_24,5.09,5.66,1.88,2.27
2023-03-01 00:00:00,00_04,1.79,2.1,4.71,5.34
2023-03-01 04:00:00,04_08,4.86,9.47,3.22,3.65
2023-03-01 08:00:00,08_12,6.63,15.84,3.2,3.69
2023-03-01 12:00:00,12_16,1.83,6.54,11.11,35.3
2023-03-01 16:00:00,16_20,12.32,16.74,1.59,1.96
2023-03-01 20:00:00,20_24,4.82,5.45,1.59,1.9
2023-03-02 00:00:00,00_04,1.62,1.87,3.76,4.19
2023-03-02 04:00:00,04_08,6.09,8.07,2.65,2.94
2023-03-02 08:00:00,08_12,7.39,9.0,2.46,2.84
2023-03-02 12:00:00,12_16,2.89,4.05,12.85,17.1
2023-03-02 16:00:00,16_20,11.94,15.05,1.41,1.72
2023-03-02 20:00:00,20_24,4.8,5.42,1.38,1.75
2023-03-03 00:00:00,00_04,1.4,1.67,3.02,3.44
2023-03-03 04:00:00,04_08,5.6,6.38,2.05,2.3
2023-03-03 08:00:00,08_12,6.31,7.4,1.9,2.16
2023-03-03 12:00:00,12_16,2.57,3.13,10.73,12.29
2023-03-03 16:00:00,16_20,10.22,11.45,1.35,1.68
2023-03-03 20:00:00,20_24,4.28,8.0,1.64,2.0
2023-03-04 00:00:00,00_04,1.84,3.91,7.93,9.9
2023-03-04 04:00:00,04_08,4.16,4.8,5.22,7.75
2023-03-04 08:00:00,08_12,4.75,5.39,4.48,7.1
2023-03-04 12:00:00,12_16,1.84,2.22,21.28,41.12
2023-03-04 16:00:00,16_20,8.69,9.38,2.86,5.13
2023-03-04 20:00:00,20_24,4.14,4.66,2.01,3.05
2023-03-05 00:00:00,00_04,1.94,2.45,7.06,8.1
2023-03-05 04:00:00,04_08,3.33,3.92,5.52,6.62
2023-03-05 08:00:00,08_12,3.86,4.33,5.41,6.68
2023-03-05 12:00:00,12_16,1.51,1.8,21.42,27.36
2023-03-05 16:00:00,16_20,7.81,8.78,2.85,4.0
2023-03-05 20:00:00,20_24,3.71,4.16,1.94,2.81
2023-03-06 00:00:00,00_04,2.12,2.61,5.57,7.72
2023-03-06 04:00:00,04_08,4.62,7.55,4.0,5.5
2023-03-06 08:00:00,08_12,6.97,9.92,3.47,4.49
2023-03-06 12:00:00,12_16,2.18,2.93,11.45,13.76
2023-03-06 16:00:00,16_20,13.11,18.34,2.02,2.45
2023-03-06 20:00:00,20_24,5.75,17.82,1.96,2.49
2023-03-07 00:00:00,00_04,1.81,2.34,10.37,16.56
2023-03-07 04:00:00,04_08,4.23,6.26,7.5,12.0
2023-03-07 08:00:00,08_12,5.96,8.05,6.19,12.66
2023-03-07 12:00:00,12_16,1.78,2.03,14.85,24.82
2023-03-07 16:00:00,16_20,12.02,14.7,3.54,13.46
2023-03-07 20:00:00,20_24,5.53,6.79,1.92,2.44
2023-03-08 00:00:00,00_04,1.76,1.98,7.86,9.02
2023-03-08 04:00:00,04_08,4.61,5.5,5.31,6.66
2023-03-08 08:00:00,08_12,6.5,7.29,4.14,5.35
2023-03-08 12:00:00,12_16,1.95,2.33,9.48,11.21
2023-03-08 16:00:00,16_20,13.41,15.36,2.73,3.75
2023-03-08 20:00:00,20_24,5.2,5.95,1.67,2.01
2023-03-09 00:00:00,00_04,1.65,1.85,5.75,7.64
2023-03-09 04:00:00,04_08,4.24,4.8,4.21,4.88
2023-03-09 08:00:00,08_12,5.89,6.4,3.59,4.07
2023-03-09 12:00:00,12_16,1.78,1.97,7.9,8.5
2023-03-09 16:00:00,16_20,12.05,13.59,2.19,2.51
2023-03-09 20:00:00,20_24,5.68,13.62,1.49,1.75
2023-03-10 00:00:00,00_04,1.66,3.38,5.45,7.01
2023-03-10 04:00:00,04_08,3.79,4.27,4.03,4.5
2023-03-10 08:00:00,08_12,5.12,5.69,3.24,3.56
2023-03-10 12:00:00,12_16,1.47,1.8,6.72,7.25
2023-03-10 16:00:00,16_20,9.65,10.86,2.06,2.28
2023-03-10 20:00:00,20_24,7.64,13.9,2.71,4.97
2023-03-11 00:00:00,00_04,2.14,2.75,11.7,25.22
2023-03-11 04:00:00,04_08,3.16,3.63,6.47,9.6
2023-03-11 08:00:00,08_12,4.32,4.83,6.06,8.3
2023-03-11 12:00:00,12_16,1.4,1.68,21.13,33.25
2023-03-11 16:00:00,16_20,8.74,10.4,2.86,4.02
2023-03-11 20:00:00,20_24,7.55,9.92,2.72,3.53
2023-03-12 00:00:00,00_04,1.82,2.14,8.91,10.57
2023-03-12 04:00:00,04_08,2.68,3.1,4.77,5.78
2023-03-12 08:00:00,08_12,3.59,3.97,4.56,5.82
2023-03-12 12:00:00,12_16,1.23,1.45,16.08,18.46
2023-03-12 16:00:00,16_20,8.16,8.83,2.49,2.99
2023-03-12 20:00:00,20_24,7.23,10.0,2.49,3.03
2023-03-13 00:00:00,00_04,1.73,2.23,19.02,43.44
2023-03-13 04:00:00,04_08,2.84,6.1,11.91,32.15
2023-03-13 08:00:00,08_12,4.42,10.39,7.06,13.33
2023-03-13 12:00:00,12_16,1.2,1.69,30.97,78.29
2023-03-13 16:00:00,16_20,8.68,15.43,3.03,4.89
2023-03-13 20:00:00,20_24,7.26,10.9,3.04,4.53
2023-03-14 00:00:00,00_04,1.75,2.1,33.83,48.36
2023-03-14 04:00:00,04_08,3.55,4.47,17.31,22.33
2023-03-14 08:00:00,08_12,5.91,7.15,7.13,8.4
2023-03-14 12:00:00,12_16,1.33,1.64,29.23,35.92
2023-03-14 16:00:00,16_20,10.71,14.4,2.99,3.72
2023-03-14 20:00:00,20_24,7.15,8.26,2.76,3.68
2023-03-15 00:00:00,00_04,1.77,2.05,18.92,22.5
2023-03-15 04:00:00,04_08,3.58,4.09,9.56,11.13
2023-03-15 08:00:00,08_12,5.25,6.13,4.51,5.2
2023-03-15 12:00:00,12_16,1.39,1.66,16.11,19.95
2023-03-15 16:00:00,16_20,15.39,20.89,2.25,2.8
2023-03-15 20:00:00,20_24,7.3,9.32,2.25,2.7
2023-03-16 00:00:00,00_04,1.72,2.33,10.73,15.0
2023-03-16 04:00:00,04_08,5.18,22.5,5.92,9.81
2023-03-16 08:00:00,08_12,6.34,23.4,3.67,8.0
2023-03-16 12:00:00,12_16,2.18,13.32,15.66,66.4
2023-03-16 16:00:00,16_20,12.14,14.76,2.1,4.32
2023-03-16 20:00:00,20_24,6.75,7.9,2.33,3.62
2023-03-17 00:00:00,00_04,2.72,7.68,15.8,28.61
2023-03-17 04:00:00,04_08,15.65,42.16,9.11,23.36
2023-03-17 08:00:00,08_12,13.01,37.46,7.36,26.66
2023-03-17 12:00:00,12_16,6.97,20.52,22.27,49.21
2023-03-17 16:00:00,16_20,13.11,38.34,2.25,5.52
2023-03-17 20:00:00,20_24,7.09,9.22,2.41,4.07
2023-03-18 00:00:00,00_04,2.56,3.51,11.46,13.4
2023-03-18 04:00:00,04_08,9.23,11.48,7.93,9.12
2023-03-18 08:00:00,08_12,8.06,11.01,6.62,10.44
2023-03-18 12:00:00,12_16,4.98,7.83,20.4,25.54
2023-03-18 16:00:00,16_20,14.1,17.36,2.66,3.34
2023-03-18 20:00:00,20_24,6.57,7.33,2.29,2.85
2023-03-19 00:00:00,00_04,2.56,5.04,8.75,10.31
2023-03-19 04:00:00,04_08,6.57,9.07,6.43,7.67
2023-03-19 08:00:00,08_12,6.19,8.07,6.03,7.44
2023-03-19 12:00:00,12_16,3.9,5.2,18.33,24.43
2023-03-19 16:00:00,16_20,11.34,13.81,2.31,2.84
2023-03-19 20:00:00,20_24,6.27,6.89,2.05,2.31
2023-03-20 00:00:00,00_04,2.25,2.85,8.14,9.58
2023-03-20 04:00:00,04_08,5.79,7.04,5.5,6.32
2023-03-20 08:00:00,08_12,6.08,7.33,3.97,4.87
2023-03-20 12:00:00,12_16,3.28,3.97,12.2,15.8
2023-03-20 16:00:00,16_20,11.27,14.03,1.75,2.21
2023-03-20 20:00:00,20_24,6.2,7.07,1.58,1.98
2023-03-21 00:00:00,00_04,2.12,2.57,6.79,7.86
2023-03-21 04:00:00,04_08,4.89,5.6,4.48,4.97
2023-03-21 08:00:00,08_12,5.72,6.44,3.03,3.71
2023-03-21 12:00:00,12_16,2.53,3.05,10.11,11.73
2023-03-21 16:00:00,16_20,10.11,11.47,1.48,1.76
2023-03-21 20:00:00,20_24,6.3,11.53,1.5,1.84
2023-03-22 00:00:00,00_04,2.08,4.28,9.8,14.21
2023-03-22 04:00:00,04_08,4.25,5.47,7.66,10.46
2023-03-22 08:00:00,08_12,5.59,11.43,7.11,9.77
2023-03-22 12:00:00,12_16,2.14,4.05,29.71,43.37
2023-03-22 16:00:00,16_20,10.38,18.2,3.32,6.12
2023-03-22 20:00:00,20_24,7.38,10.68,1.92,2.55
2023-03-23 00:00:00,00_04,2.76,4.45,19.13,27.7
2023-03-23 04:00:00,04_08,4.23,4.72,11.99,16.48
2023-03-23 08:00:00,08_12,6.04,7.42,5.93,7.47
2023-03-23 12:00:00,12_16,2.57,2.97,22.27,28.86
2023-03-23 16:00:00,16_20,13.63,18.83,3.14,3.94
2023-03-23 20:00:00,20_24,8.64,12.7,1.83,2.37
2023-03-24 00:00:00,00_04,3.5,5.02,20.5,24.49
2023-03-24 04:00:00,04_08,3.96,4.66,11.26,12.83
