PRODUCT,PRODUCT_SIGN,PRICE_TYPE,MODEL,RMSE,MAPE,MAE,ZERO_COUNT,NEGATIVE_COUNT,ACCEPTANCE,CHANCE_OF_ACCEPTANCE,REVENUE,MAPE_NORM,RMSE_NORM,MAE_NORM,COMBINED_SCORE
08_12,POS,AVERAGE,"LSTM (168 TimeSteps, Single)",11.702130037965702,0.11240899004083049,3.150058646751087,0,0,380,0.8482142857142857,5713.552146803348,0.8379199915104817,0.905894561032647,0.8211557662252166,0.8548194051086587
08_12,POS,MARGINAL,"LSTM (168 TimeSteps, Single)",57.760882289635404,0.16403904340181966,9.75113216361565,0,0,188,0.41964285714285715,3536.1244207742448,0.7634757723779745,0.5355022405858796,0.44638054214097,0.5836030809083717
12_16,NEG,AVERAGE,"LSTM with Feature (42 TimeSteps, Single)",5.496473215335798,0.12234281212303928,2.7582798631177585,0,0,428,0.9427312775330396,9165.417206233105,0.8235966356398086,0.955798814145515,0.843398963646441,0.8737581227888804
12_16,NEG,MARGINAL,"LSTM with Feature (42 TimeSteps, Single)",21.418597228686462,0.19311552710943383,6.398475917402221,0,0,265,0.5837004405286343,5723.968659966984,0.7215510408732821,0.8277572982242417,0.6367272323788492,0.7286072489959361
12_16,POS,AVERAGE,"LSTM with Feature (168 TimeSteps, Single)",11.227637909922304,0.11586379220497989,2.074286582717649,0,0,401,0.8950892857142857,3656.780455381635,0.8329385895435079,0.9097103014022387,0.8822326070347712,0.874540280229006
12_16,POS,MARGINAL,"LSTM (168 TimeSteps, Single)",68.87717007651679,0.2230125057747969,8.745068185626304,0,0,178,0.39732142857142855,1837.1262670742117,0.6784432560410114,0.44610799026752024,0.503499714019719,0.5440412494687329
16_20,NEG,AVERAGE,"LSTM with Feature (42 TimeSteps, Single)",1.478253303951188,0.13412250127014758,0.748368521513866,0,0,419,0.9229074889867841,3036.527697959615,0.8066117653347404,0.9881122773698514,0.9575114593662069,0.9163038333367111
16_20,NEG,MARGINAL,SARMAX,13.860722537467302,0.2313644080036593,2.801297973331898,0,0,185,0.4057017543859649,1604.9153860590313,0.6664008350240985,0.8885357302848949,0.8409566151626685,0.7973087579058895
16_20,POS,AVERAGE,"BiLSTM (42 TimeSteps, Weighted Ensemble)",13.304471894509364,0.12630363651646284,4.406732650698219,0,0,357,0.7863436123348018,6996.966580264507,0.8178856115386366,0.893008951037151,0.7498082376411327,0.82021078018697
16_20,POS,MARGINAL,"LSTM with Feature (42 TimeSteps, Single)",26.97329122246798,0.19970454069931426,9.06210459626463,0,0,218,0.4801762114537445,4959.887957911644,0.7120504895544112,0.7830879162469243,0.48550000661814463,0.6607311809939725
20_24,NEG,AVERAGE,"LSTM (42 TimeSteps, Weighted Ensemble)",0.605098746033248,0.11276539323294485,0.3275486063777373,0,0,415,0.9140969162995595,1111.0523709026634,0.8374061017194374,0.9951339557047041,0.98140346383962,0.9369754230342358
20_24,NEG,MARGINAL,"LSTM with Feature (42 TimeSteps, Single)",2.0674421884697383,0.1952746601352419,0.9124089973902701,0,0,246,0.5418502202643172,717.5389880979255,0.7184378352566687,0.9833741759787015,0.9481980793609093,0.8816877082493391
20_24,POS,AVERAGE,"LSTM with Feature (168 TimeSteps, Single)",2.0386283395997005,0.07894202321782195,1.204812632656577,0,0,425,0.9486607142857143,5850.464845105961,0.8861752624173849,0.9836058893409232,0.9315968950762613,0.9333165080795818
20_24,POS,MARGINAL,"LSTM with Feature (42 TimeSteps, Single)",5.677349393449028,0.14029935229187376,2.6016832098064815,0,0,208,0.4581497797356828,3659.9214929914297,0.7977055020040564,0.9543442556946297,0.8522897214429779,0.8674090831367898
